f13 = [ 47	0,111273713947012	0,260169170768708	0,409064627590404	0,557960084412101	0,706855541233797	0,855750998055493	0,995767591236183	0,860140225211746	0,724512859187309	0,588885493162871	0,453258127138434	0,317630761113997	0,182003395089559	0,0463760290651218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f14 = [ 53	0,00423240876381668	0,139859774788254	0,275487140812691	0,411114506837129	0,546741872861566	0,682369238886004	0,817996604910441	0,953623970934878	0,918701859651452	0,795160263370550	0,671618667089648	0,548077070808745	0,424535474527843	0,300993878246941	0,177452281966038	0,0539106856851360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f15 = [ 61	0,0812981403485476	0,204839736629450	0,328381332910352	0,451922929191255	0,575464525472157	0,699006121753059	0,822547718033962	0,946089314314864	0,936573907629056	0,824041116799191	0,711508325969326	0,598975535139461	0,486442744309596	0,373909953479731	0,261377162649865	0,148844371820000	0,0363115809901353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f16 = [ 69	0,0634260923709442	0,175958883200809	0,288491674030674	0,401024464860539	0,513557255690404	0,626090046520270	0,738622837350135	0,851155628180000	0,963688419009865	0,930570870687224	0,828065889424361	0,725560908161498	0,623055926898634	0,520550945635771	0,418045964372908	0,315540983110045	0,213036001847181	0,110531020584318	0,00802603932145483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f17 = [ 78	0,0694291293127759	0,171934110575639	0,274439091838502	0,376944073101366	0,479449054364229	0,581954035627092	0,684459016889956	0,786963998152819	0,889468979415682	0,991973960678545	0,913940087133527	0,820569336206487	0,727198585279447	0,633827834352407	0,540457083425367	0,447086332498327	0,353715581571287	0,260344830644247	0,166974079717207	0,0736033287901673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f18 = [ 88	0,0860599128664735	0,179430663793513	0,272801414720553	0,366172165647593	0,459542916574633	0,552913667501673	0,646284418428713	0,739655169355753	0,833025920282793	0,926396671209833	0,981994055058861	0,896943582181620	0,811893109304378	0,726842636427137	0,641792163549895	0,556741690672654	0,471691217795412	0,386640744918171	0,301590272040930	0,216539799163688	0,131489326286447	0,0464388534092052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f19 = [ 98	0,0180059449411388	0,103056417818380	0,188106890695622	0,273157363572863	0,358207836450105	0,443258309327346	0,528308782204588	0,613359255081829	0,698409727959070	0,783460200836312	0,868510673713553	0,953561146590795	0,964829066257819	0,887357450523522	0,809885834789226	0,732414219054929	0,654942603320632	0,577470987586335	0,499999371852038	0,422527756117741	0,345056140383445	0,267584524649148	0,190112908914851	0,112641293180554	0,0351696774462573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f20 = [ 110	0,0351709337421808	0,112642549476478	0,190114165210774	0,267585780945071	0,345057396679368	0,422529012413665	0,500000628147962	0,577472243882259	0,654943859616555	0,732415475350852	0,809887091085149	0,887358706819446	0,964830322553743	0,961467592160280	0,890899480761941	0,820331369363602	0,749763257965264	0,679195146566925	0,608627035168586	0,538058923770247	0,467490812371909	0,396922700973570	0,326354589575231	0,255786478176893	0,185218366778554	0,114650255380215	0,0440821439818765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f21 = [ 123	0,0385324078397204	0,109100519238059	0,179668630636398	0,250236742034736	0,320804853433075	0,391372964831414	0,461941076229753	0,532509187628091	0,603077299026430	0,673645410424769	0,744213521823107	0,814781633221446	0,885349744619785	0,955917856018124	0,975874200099970	0,911594420994708	0,847314641889447	0,783034862784185	0,718755083678924	0,654475304573662	0,590195525468400	0,525915746363139	0,461635967257877	0,397356188152615	0,333076409047354	0,268796629942092	0,204516850836831	0,140237071731569	0,0759572926263073	0,0116775135210457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f22 = [ 137	0,0241257999000300	0,0884055790052916	0,152685358110553	0,216965137215815	0,281244916321077	0,345524695426338	0,409804474531600	0,474084253636861	0,538364032742123	0,602643811847385	0,666923590952646	0,731203370057908	0,795483149163169	0,859762928268431	0,924042707373693	0,988322486478954	0,952085128180583	0,893533327375006	0,834981526569429	0,776429725763852	0,717877924958275	0,659326124152698	0,600774323347120	0,542222522541544	0,483670721735966	0,425118920930389	0,366567120124812	0,308015319319235	0,249463518513658	0,190911717708081	0,132359916902504	0,0738081160969272	0,0152563152913501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f23 = [ 153	0,0479148718194173	0,106466672624994	0,165018473430571	0,223570274236148	0,282122075041726	0,340673875847303	0,399225676652880	0,457777477458457	0,516329278264034	0,574881079069611	0,633432879875188	0,691984680680765	0,750536481486342	0,809088282291919	0,867640083097496	0,926191883903073	0,984743684708650	0,960562580038453	0,907228336746144	0,853894093453835	0,800559850161526	0,747225606869218	0,693891363576909	0,640557120284600	0,587222876992291	0,533888633699982	0,480554390407674	0,427220147115365	0,373885903823056	0,320551660530747	0,267217417238438	0,213883173946130	0,160548930653821	0,107214687361512	0,0538804440692033	0,000546200776894496	0	0	0	0	0	0	0	0	0	0	0
f24 = [ 170	0,0394374199615474	0,0927716632538562	0,146105906546165	0,199440149838474	0,252774393130783	0,306108636423091	0,359442879715400	0,412777123007709	0,466111366300018	0,519445609592326	0,572779852884635	0,626114096176944	0,679448339469253	0,732782582761562	0,786116826053870	0,839451069346179	0,892785312638488	0,946119555930797	0,999453799223106	0,951915905852485	0,903334282940346	0,854752660028206	0,806171037116067	0,757589414203928	0,709007791291788	0,660426168379649	0,611844545467509	0,563262922555370	0,514681299643231	0,466099676731091	0,417518053818952	0,368936430906813	0,320354807994673	0,271773185082534	0,223191562170394	0,174609939258255	0,126028316346116	0,0774466934339762	0,0288650705218368	0	0	0	0	0	0	0	0
f25 = [ 189	0,0480840941475149	0,0966657170596543	0,145247339971794	0,193828962883933	0,242410585796072	0,290992208708212	0,339573831620351	0,388155454532491	0,436737077444630	0,485318700356769	0,533900323268909	0,582481946181048	0,631063569093188	0,679645192005327	0,728226814917466	0,776808437829606	0,825390060741745	0,873971683653884	0,922553306566024	0,971134929478163	0,982040391796629	0,937787882731452	0,893535373666274	0,849282864601097	0,805030355535919	0,760777846470741	0,716525337405564	0,672272828340386	0,628020319275208	0,583767810210031	0,539515301144853	0,495262792079675	0,451010283014498	0,406757773949320	0,362505264884143	0,318252755818965	0,274000246753787	0,229747737688610	0,185495228623432	0,141242719558254	0,0969902104930766	0,0527377014278990	0,00848519236272136	0	0	0	0
f26 = [ 209	0,0179596082033706	0,0622121172685482	0,106464626333726	0,150717135398904	0,194969644464081	0,239222153529259	0,283474662594436	0,327727171659614	0,371979680724792	0,416232189789969	0,460484698855147	0,504737207920325	0,548989716985502	0,593242226050680	0,637494735115858	0,681747244181035	0,725999753246213	0,770252262311390	0,814504771376568	0,858757280441746	0,903009789506923	0,947262298572101	0,991514807637279	0,967419912886092	0,927110749849172	0,886801586812251	0,846492423775331	0,806183260738410	0,765874097701489	0,725564934664569	0,685255771627648	0,644946608590728	0,604637445553807	0,564328282516887	0,524019119479966	0,483709956443046	0,443400793406125	0,403091630369204	0,362782467332284	0,322473304295363	0,282164141258443	0,241854978221522	0,201545815184602	0,161236652147681	0,120927489110761	0,0806183260738399	0,0403091630369194
